"dates","y~(t)","y~(t-1)","y~(t-2)","[r(t-1)+r(t-2)]/2","g(t-1)","C"
1961-01-01,-3.19820462827784,-2.66334828690015,-0.674287538033013,1.67370209898982,1.00983100657052,1
1961-04-01,-2.87902908428305,-3.19820462827784,-2.66334828690015,1.74891104204147,1.0072288599699,1
1961-07-01,-2.19948069560076,-2.87902908428305,-3.19820462827784,1.84647692090918,1.00278265209417,1
1961-10-01,-1.43732748594971,-2.19948069560076,-2.87902908428305,1.85002580140508,0.99721515051926,1
1962-01-01,-0.806258712110548,-1.43732748594971,-2.19948069560076,1.87058937423519,0.99113304475495,1
1962-04-01,-0.463204039577818,-0.806258712110548,-1.43732748594971,1.8146034670586,0.986985246440455,1
1962-07-01,-0.224815548527431,-0.463204039577818,-0.806258712110548,1.68848587259208,0.984646911680588,1
1962-10-01,-0.179814168084249,-0.224815548527431,-0.463204039577818,1.71405783685454,0.985669845809908,1
1963-01-01,-0.0140997934724965,-0.179814168084249,-0.224815548527431,1.79421785024158,0.988970982712334,1
1963-04-01,0.256998771249073,-0.0140997934724965,-0.179814168084249,1.83936618706387,0.993299194578893,1
1963-07-01,0.712457966465649,0.256998771249073,-0.0140997934724965,1.86058927106823,0.99587290662998,1
1963-10-01,0.942866510511521,0.712457966465649,0.256998771249073,2.05232746733029,0.999551071412442,1
1964-01-01,1.33966394936215,0.942866510511521,0.712457966465649,2.13915700143409,1.00253605611771,1
1964-04-01,1.58216797575687,1.33966394936215,0.942866510511521,1.99343351969217,1.00532913900013,1
1964-07-01,1.82517925132481,1.58216797575687,1.33966394936215,1.98712497204147,1.00809053499199,1
1964-10-01,1.93655527724752,1.82517925132481,1.58216797575687,2.07901965230686,1.01339098628134,1
1965-01-01,2.43144239260698,1.93655527724752,1.82517925132481,2.35672076256436,1.01708991366798,1
1965-04-01,2.87353159169243,2.43144239260698,1.93655527724752,2.74298162940527,1.01929940339418,1
1965-07-01,3.50920218486908,2.87353159169243,2.43144239260698,2.95355627783248,1.01922548259435,1
1965-10-01,4.17592453844441,3.50920218486908,2.87353159169243,2.98437956984418,1.0150842619011,1
1966-01-01,4.68205277621507,4.17592453844441,3.50920218486908,2.97591806735791,1.00627471753523,1
1966-04-01,4.6239839025244,4.68205277621507,4.17592453844441,3.12933097846954,0.997910537531779,1
1966-07-01,4.44983675198898,4.6239839025244,4.68205277621507,3.2175692747633,0.990846150883002,1
1966-10-01,4.21721013586193,4.44983675198898,4.6239839025244,3.16920874624271,0.983631988817934,1
1967-01-01,3.95217745317177,4.21721013586193,4.44983675198898,2.99375761708371,0.975969918603265,1
1967-04-01,3.59347833770357,3.95217745317177,4.21721013586193,2.38647095032079,0.970043111802381,1
1967-07-01,3.47666335650229,3.59347833770357,3.95217745317177,1.59431610934519,0.964814313844617,1
1967-10-01,3.53467615357715,3.47666335650229,3.59347833770357,1.13452207459095,0.959942231677226,1
1968-01-01,3.90859254273175,3.53467615357715,3.47666335650229,1.12001008848094,0.952682824095017,1
1968-04-01,4.21963396351964,3.90859254273175,3.53467615357715,1.23215795241904,0.942480264694855,1
1968-07-01,4.25076071250567,4.21963396351964,3.90859254273175,1.66098814106985,0.93232425128607,1
1968-10-01,4.13139507290271,4.25076071250567,4.21963396351964,1.93149982868432,0.92400727730687,1
1969-01-01,4.14367588810205,4.13139507290271,4.25076071250567,1.71736706222508,0.914321574998813,1
1969-04-01,3.89533598013224,4.14367588810205,4.13139507290271,1.99696984657239,0.904815724947472,1
1969-07-01,3.48538789850818,3.89533598013224,4.14367588810205,3.31655423881333,0.895894723472856,1
1969-10-01,2.71904563333919,3.48538789850818,3.89533598013224,4.60786533914409,0.88932320648357,1
1970-01-01,1.93898529046874,2.71904563333919,3.48538789850818,4.92334873035537,0.885234440409797,1
1970-04-01,1.29014521798877,1.93898529046874,2.71904563333919,4.68673229630025,0.882085794329414,1
1970-07-01,0.829983922143583,1.29014521798877,1.93898529046874,4.13559815053068,0.877688718603549,1
1970-10-01,0.276579140217677,0.829983922143583,1.29014521798877,3.17569966700293,0.877238739378912,1
1971-01-01,0.492491029555936,0.276579140217677,0.829983922143583,1.82597838414349,0.874014710985679,1
1971-04-01,0.60345423614433,0.492491029555936,0.276579140217677,0.102250764809535,0.869522728591477,1
1971-07-01,0.799022220492702,0.60345423614433,0.492491029555936,-0.52397891878485,0.867269601989337,1
1971-10-01,1.01717607344074,0.799022220492702,0.60345423614433,0.40903144804322,0.868325808830251,1
1972-01-01,1.61372790843666,1.01717607344074,0.799022220492702,1.00332527222768,0.868897306674704,1
1972-04-01,2.40860118062426,1.61372790843666,1.01717607344074,0.54780730469335,0.865721930746312,1
1972-07-01,3.0347734862122,2.40860118062426,1.61372790843666,0.692629318966495,0.862141779106793,1
1972-10-01,3.74404613025251,3.0347734862122,2.40860118062426,1.64836797728351,0.857708598167366,1
1973-01-01,4.47341134739349,3.74404613025251,3.0347734862122,2.16339978126128,0.848420881142687,1
1973-04-01,4.66694607714282,4.47341134739349,3.74404613025251,3.22746466364719,0.836261658288309,1
1973-07-01,4.26731816092138,4.66694607714282,4.47341134739349,4.4643282705634,0.826718147891007,1
1973-10-01,3.75278353328713,4.26731816092138,4.66694607714282,6.06470089761588,0.816318351084946,1
1974-01-01,2.74706764213249,3.75278353328713,4.26731816092138,6.61007264372929,0.806777004158457,1
