Date,gdp.log,real.rate,interest.rate,inflation,inflation.expectations
1947-01-01,7.61729781809705,,1.01903193217725,,
1947-04-01,7.61462734097624,,1.01903193217725,3.18726785967075,
1947-07-01,7.61256024275955,,1.01903193217725,7.38205979255946,
1947-10-01,7.62808124732879,,1.01903193217725,9.83205493586247,
1948-01-01,7.64301178509606,-4.95961086205188,1.24392822989339,4.4127737796884,6.20353909194527
1948-04-01,7.65938360929215,-5.16174372457438,1.27540388424265,4.1217019271578,6.43714760881703
1948-07-01,7.66509623376126,-4.69531653420031,1.41109696505373,6.05912335430749,6.10641349925404
1948-10-01,7.6662130263257,-1.80134451151583,1.5324246848361,-1.25852227574598,3.33376919635193
1949-01-01,7.65233769385569,0.0927837183863631,1.5324246848361,-3.16373913992037,1.43964096644973
1949-04-01,7.64892089743595,1.73766211007679,1.5324246848361,-2.45781163960392,-0.205237425240695
1949-07-01,7.65919212216766,3.83242015436541,1.5324246848361,-2.31990882284697,-2.29999546952931
1949-10-01,7.65076395439371,3.59435340510966,1.5324246848361,-0.306255278722998,-2.06192872027356
1950-01-01,7.68931252457805,2.97206565128582,1.5324246848361,-0.674588124624989,-1.43964096644972
1950-04-01,7.71935504877521,1.87542589767711,1.5324246848361,1.92874737483089,-0.343001212841016
1950-07-01,7.75727096389166,-0.659850551910616,1.64762406948638,8.28199451410506,2.30747462139699
1950-10-01,7.77623758462443,-2.3582580640621,1.79009597158084,7.05726237826082,4.14835403564294
1951-01-01,7.7897278206747,-5.65193335065082,1.79009597158084,12.5001130217299,7.44202932223166
1951-04-01,7.80690676959658,-5.97131135905187,1.79009597158084,3.20625940843511,7.76140733063271
1951-07-01,7.82730708776024,-4.03496038364313,1.79009597158084,0.536590612470108,5.82505635522397
1951-10-01,7.82950707207997,-3.58839007844926,1.79009597158084,5.27098115748531,5.3784860500301
1952-01-01,7.84013587200524,-0.88722376462541,1.79009597158084,1.69544776643448,2.67731973620625
1952-04-01,7.84228742008552,-0.0648551955108447,1.79009597158084,-0.0832148680231538,1.85495116709169
1952-07-01,7.84948020206779,-0.580509358764908,1.79009597158084,2.59920726548636,2.37060533034575
1952-10-01,7.88179440617849,0.572003535010219,1.79009597158084,0.660929582384802,1.21809243657062
1953-01-01,7.90021229180975,0.833803365634561,2.00566484937534,1.51052395511512,1.17186148374078
1953-04-01,7.90791241426351,0.711943169446021,2.04841938624656,0.575244064215862,1.33647621680054
1953-07-01,7.90226958799166,0.82258653932705,2.04841938624656,2.15663378596225,1.22583284691951
1953-10-01,7.88701404943145,0.553153757222426,2.04841938624656,1.7386607108033,1.49526562902413
1954-01-01,7.88222246187605,0.273982561454557,1.89185484324106,2.0009505661646,1.6178722817865
1954-04-01,7.88331178043931,0.234047198607315,1.57315567732652,-0.539811148053322,1.33910847871921
1954-07-01,7.8945421252406,1.06388072509223,1.5324246848361,-1.32562428993912,0.468543959743863
1954-10-01,7.91391998669745,1.60021670153314,1.5324246848361,-0.406683194960309,-0.0677920166970378
1955-01-01,7.94208217002977,1.77547098325257,1.5324246848361,1.29993343928685,-0.243046298416477
1955-04-01,7.95822299504173,1.75603064667507,1.74927822424096,0.40536435587613,-0.00675242243411378
1955-07-01,7.97163739690252,1.29599788282393,2.01154029045936,1.56355503033903,0.715542407635424
1955-10-01,7.9776226974095,1.33943900312709,2.43205120808241,1.10159599431928,1.09261220495532
1956-01-01,7.97373107751564,1.39105891032445,2.56702918706673,1.63336572643468,1.17597027674228
1956-04-01,7.98196045596728,1.05250235429625,2.79295729236138,2.66330300116753,1.74045493806513
1956-07-01,7.98106172540633,0.613082539699688,2.93343395688177,3.88314094680684,2.32035141718208
1956-10-01,7.99738702972919,0.453574627139569,3.08826730421132,2.35896103387797,2.63469267707175
1957-01-01,8.0037705316029,-0.0291757265652208,3.08826730421132,3.56436714125384,3.11744303077654
1957-04-01,8.00157711171657,0.00406335446556971,3.08826730421132,2.53034667704436,3.08420394974575
1957-07-01,8.01132824312876,0.384440082378841,3.31173108243388,3.25548914804397,2.92729100005504
1957-10-01,8.00092846920272,0.489846868249565,3.34304314872098,2.06258215554349,2.85319628047142
1958-01-01,7.97462712736608,-0.434462775932297,2.75194074250411,4.8971960931138,3.18640351843641
1958-04-01,7.98117932392172,-0.850148729553989,1.885400897196,0.726931110298684,2.73554962674999
1958-07-01,8.00405422727386,-0.152827566657262,1.84395304360401,0.3004130820891,1.99678061026127
1958-10-01,8.02717785701907,0.91455214837975,2.3581426351204,-0.150178338539001,1.44359048674065
1959-01-01,8.04620860118556,1.8184068483754,2.71756994666965,2.71948653932824,0.899163098294256
1959-04-01,8.06852199910314,2.02992257970556,3.27851497867395,2.12464831299521,1.24859239896839
1959-07-01,8.0692337537147,1.88648913756846,3.72524177172691,2.66105402284933,1.83875263415844
1959-10-01,8.07208008688229,1.68719122267748,4.13868168856417,2.30077298837401,2.4514904658867
1960-01-01,8.09430426639762,2.05381645119259,4.13868168856417,1.2529856252678,2.08486523737159
1960-04-01,8.08889579923307,2.0820572056459,4.01693734066497,1.52470790358515,1.93488013501907
1960-07-01,8.09377661555831,1.67016977607619,3.32801217594954,1.55290308226641,1.65784239987334
1960-10-01,8.08085920429057,1.67723442190345,3.08826730421132,1.31353491811212,1.41103288230787
1961-01-01,8.08758681370022,1.82058766217949,3.08826730421132,0.679572664163652,1.26767964203183
1961-04-01,8.10441913792283,1.87236617963888,3.08826730421132,1.31759383374759,1.21590112457244
1961-07-01,8.12343360558445,1.82768542317129,3.08826730421132,1.73162610813676,1.26058188104003
1961-10-01,8.14285487890624,1.91349332529911,3.08826730421132,0.970303309600856,1.17477397891222
1962-01-01,8.16053367592991,1.71571360881811,3.08826730421132,1.47069153008764,1.37255369539321
1962-04-01,8.16952980684663,1.66125813636606,3.08826730421132,1.53541572355577,1.42700916784526
1962-07-01,8.181740035356,1.76685753734303,3.08826730421132,1.30922850422891,1.32140976686829
1962-10-01,8.18502324665076,1.82157816314013,3.08826730421132,0.751420806412434,1.26668914107119
1963-01-01,8.19588015136726,1.85715421098763,3.08826730421132,1.32838733869768,1.2311130932237
1963-04-01,8.20703889947583,1.86402433114885,3.08826730421132,1.50793524291087,1.22424297306247
1963-07-01,8.22878498872903,2.24063060351174,3.52016272086786,1.53038508140349,1.27953211735612
1963-10-01,8.23531955065029,2.03768339935645,3.61214702120936,1.93114682439959,1.57446362185291
1964-01-01,8.25618316954816,1.9491836400279,3.61214702120936,1.68238637601189,1.66296338118146
1964-04-01,8.26701137862704,2.02506630405504,3.61214702120936,1.20440458680229,1.58708071715431
1964-07-01,8.28251360518444,2.13297300055867,3.61214702120936,1.09875829538898,1.47917402065069
1964-10-01,8.28559777349033,2.58046852457007,3.83045027850397,1.01437775753247,1.24998175393391
1965-01-01,8.30950730247884,2.90549473424049,4.11029805350924,1.50167263735127,1.20480331926875
1965-04-01,8.32206088627285,3.00161782142446,4.21992352259897,1.25841411442533,1.21830570117451
1965-07-01,8.34405002404096,2.96714131826392,4.21685814584531,1.22440280101651,1.2497168275814
1965-10-01,8.36682903365735,2.9846948164519,4.31555186751478,1.3389386514584,1.33085705106288
1966-01-01,8.39087980051396,3.27396714048717,4.72649646793577,1.98836174289416,1.4525293274486
1966-04-01,8.39429014585026,3.16117140903943,5.10722738097908,3.23252069238956,1.94605597193966
1966-07-01,8.4027235354497,3.17724608344602,5.63804232682092,3.28336388675751,2.46079624337491
1966-10-01,8.4108937906993,2.81026915072141,5.79996368504172,3.45453181524003,2.98969453432031
1967-01-01,8.41971067379375,1.96267274992016,5.00526084211861,2.1999359744067,3.04258809219845
1967-04-01,8.42032319573139,1.22595946877021,4.12754487708111,2.66850995683935,2.9015854083109
1967-07-01,8.42974004413321,1.04308468041169,4.02502276010723,3.60477457229607,2.98193807969554
1967-10-01,8.43725196192695,1.19693549655018,4.32233401790263,4.02837358186766,3.12539852135245
1968-01-01,8.45744170080978,1.2673804082879,4.9742962825988,4.52600538624051,3.7069158743109
1968-04-01,8.47401174891982,2.05459587385179,6.25163417086081,4.62899964763184,4.19703829700902
1968-07-01,8.48173159591853,1.80840378351684,6.21252141151565,4.43309189625521,4.4041176279988
1968-10-01,8.48565690924943,1.62633034093331,6.18303330052348,4.6387149082331,4.55670295959017
1969-01-01,8.50118676940615,2.36760935221147,6.88229431351561,4.35793339309643,4.51468496130415
1969-04-01,8.50422223105175,4.2654991254152,8.81202109932386,4.75634769804992,4.54652197390867
1969-07-01,8.5108056343406,4.950231552873,9.53251867643343,4.57615249486227,4.58228712356043
1969-10-01,8.50591685180191,4.89646590783775,9.48751405496477,4.67375900249947,4.59104814712703
1970-01-01,8.50443089870147,4.47699868476277,9.06526949523405,4.34682404647344,4.58827081047128
1970-04-01,8.50584908971558,3.79419761629859,8.31704962651083,4.49467249701376,4.52285201021224
1970-07-01,8.51502263746745,2.55720171770727,7.03691276313105,4.40358863570845,4.47971104542378
1970-10-01,8.50424836754076,1.09475505057971,5.80544304768018,5.59766680920623,4.71068799710047
1971-01-01,8.53104599671092,-0.890253520960639,3.99227211201898,5.03417458999003,4.88252563297962
1971-04-01,8.53644252842067,-0.157704316609064,4.73588604406199,4.5389314077795,4.89359036067105
1971-07-01,8.54463869425161,0.975767212695499,5.70487771652861,3.74566920835669,4.72911050383311
