"dates","y~(t)","y~(t-1)","y~(t-2)","[r(t-1)+r(t-2)]/2","g(t-1)","C"
1972-01-01,-1.54704886985883,-2.06878378044439,-2.38819896948485,0.36463942912303,0.643827136416672,1
1972-04-01,-1.09634060883491,-1.54704886985883,-2.06878378044439,-0.33208937267732,0.644071767148622,1
1972-07-01,-0.438769785418799,-1.09634060883491,-1.54704886985883,-0.806682694042295,0.644285317262341,1
1972-10-01,0.357713468039265,-0.438769785418799,-1.09634060883491,-1.06947777987916,0.644413356912144,1
1973-01-01,1.2563726040355,0.357713468039265,-0.438769785418799,-0.75416666659136,0.644010521794684,1
1973-04-01,1.94671354904131,1.2563726040355,0.357713468039265,-0.18809244705759,0.643673021076256,1
1973-07-01,2.52732807613256,1.94671354904131,1.2563726040355,0.27580436318619,0.643155028582203,1
1973-10-01,2.87234549257619,2.52732807613256,1.94671354904131,1.55948747846033,0.642470686263152,1
1974-01-01,2.92560956358898,2.87234549257619,2.52732807613256,2.58855226246128,0.641416428658701,1
1974-04-01,2.55703118043698,2.92560956358898,2.87234549257619,2.23160416599303,0.640499118808634,1
1974-07-01,1.94488124147165,2.55703118043698,2.92560956358898,1.37429633646545,0.638879273014949,1
1974-10-01,0.68413979323077,1.94488124147165,2.55703118043698,0.662670847021549,0.638596874129878,1
1975-01-01,-0.354234011442713,0.68413979323077,1.94488124147165,-0.537083741050951,0.63930954662572,1
1975-04-01,-0.741155043142271,-0.354234011442713,0.68413979323077,-1.47038341470534,0.63977083402034,1
1975-07-01,-0.669686998597626,-0.741155043142271,-0.354234011442713,-2.12910498909124,0.639917872971235,1
1975-10-01,-0.293815222797321,-0.669686998597626,-0.741155043142271,-2.43562720758616,0.639951763450357,1
1976-01-01,0.301572960379872,-0.293815222797321,-0.669686998597626,-1.44694487642178,0.639449890319744,1
1976-04-01,0.817187206651624,0.301572960379872,-0.293815222797321,-0.978317788930715,0.638719341475396,1
1976-07-01,1.19107383956134,0.817187206651624,0.301572960379872,-0.68226318621286,0.638212253796924,1
1976-10-01,1.54847406806311,1.19107383956134,0.817187206651624,0.401801813886205,0.636982079278318,1
1977-01-01,1.49853433914086,1.54847406806311,1.19107383956134,0.394338354143439,0.635939530358161,1
